verse_key,version_id,eng,local
GEN.3.4,4573,"The snake said to the woman, You wont die!.","Kyɛ ka a waabo da yeli ko a pɔge, “Serɛzaa, yɛ koŋ kpi;."
GEN.1.6,4573,"God said, Let there be a dome in the middle of the waters to separate the waters from each other.","Naaŋmen da la yelee la, “Vɛŋ ka begraa wa be a koɔ̃ sogɔŋ, a poŋ a koɔ̃ ziiri ayi.”."
GEN.6.5,4573,The LORD saw that humanity had become thoroughly evil on the earth and that every idea their minds thought up was always completely evil.,"A DAANA da nyɛɛ la ka nensaalba potuoluŋ da waa kpoŋ a teŋɛzu, ka a ba teɛrɛ zaa deɛ kpɛ faa lɛ gɛrɛ."
GEN.2.6,4573,though a stream rose from the earth and watered all of the fertile land.,Kyɛ koɔ̃ da maŋ bullo yire la a teŋɛ a e ka a teŋɛ zaa buri.
GEN.7.7,4573,"Noah, his sons, his wife, and his sons wives with him entered the ark to escape the floodwaters.","A Nowa ne o bidɔbɔ, ane o pɔge ane o bidɔbɔ pɔgeba da kpɛ la a gbori a kɔmpiiri zuiŋ."
GEN.5.6,4573,"When Seth was years old, he became the father of Enosh.","A Sɛf naŋ da wa nyɛ yuomo kɔɔ ane anuu, o da dɔge la Ɛnɔs."
GEN.8.19,4573,"All the animals, all the livestock, all the birds, and everything crawling on the ground, came out of the ark by their families.","A donne zaa, bonvuuri zaa, ane a bon-ɛgre zaa ane bonzaa naŋ kyɛnɛ a teŋɛzu da wa yi la a gbori poɔ bale bale."
GEN.3.5,4573,"God knows that on the day you eat from it, you will see clearly and you will be like God, knowing good and evil.","bonso, Naaŋmen baŋ ka a daare na yɛ naŋ na di a tewɔne, yɛ nimie na yuori la ka yɛ waa ŋa Naaŋmen, a baŋ velaa ane faa.”."
GEN.6.6,4573,"The LORD regretted making human beings on the earth, and he was heartbroken.","A da kpɛ la a DAANA yaga zaa ne O naŋ iri nensaalba biŋ a teŋɛzu, ka a da e O posaanaa."
GEN.1.7,4573,God made the dome and separated the waters under the dome from the waters above the dome. And it happened in that way.,"Lɛ la ka Naaŋmen da maale a begraa, a wɛle a koɔ̃ naŋ da be a begraa puliŋ yi a koɔ̃ naŋ be a begraa zusogɔ. Ka a da e a lɛ."
GEN.2.7,4573,the LORD God formed the human from the topsoil of the fertile land and blew lifes breath into his nostrils. The human came to life.,"A DAANA Naaŋmen pãã da de la a teŋɛ tɛne mɛ ne nensaala, a da voore nyɔvore vooroŋ eŋ o nyɔbogriŋ; ka a nensaala da leɛ nenvore."
GEN.5.7,4573,"After the birth of Enosh, Seth lived years; and he had other sons and daughters.","A Ɛnɔs dɔgebo puoriŋ, a Sɛf da la nyɛ la yuomo kɔɔraanii ane ayopoĩ. O da la dɔge la bidɔbɔ ane pɔgeyaare mine meŋ."
GEN.7.8,4573,"From the clean and unclean animals, from the birds and everything crawling on the ground.","A donveɛle ane a don-dɛgɛ, ane a bon-ɛgre ane a teŋɛ bonvuuri zaa."
GEN.6.7,4573,"So the LORD said, I will wipe off of the land the human race that Ive created: from human beings to livestock to the crawling things to the birds in the skies, because I regret I ever made them.","Lɛ la ka a DAANA da yeli, “N na e la ka a nensaalba zaa N naŋ iri ta la be a teŋɛzu; a noba a laŋ ne a donne ane a bonvuuri ane a sazu bon-ɛgre. Bonso, a kpɛ ma la yaga ne N naŋ iri a.”."
GEN.4.6,4573,"The LORD said to Cain, Why are you angry, and why do you look so resentful?.","A DAANA da soore la a Keein, “Bonso ka fo suuri iri, ka fo sãã niŋe lɛ?."
GEN.3.6,4573,"The woman saw that the tree was beautiful with delicious food and that the tree would provide wisdom, so she took some of its fruit and ate it, and also gave some to her husband, who was with her, and he ate it.","A pɔge naŋ da wa nyɛ a teɛ ka o veɛlɛ ne diibu, kyɛ da veɛlɛ ne kaabo, ka neɛ na nɔnɔ ka o di o a taa yɛŋ, o da pɔre la a tewɔne kaŋ di kyɛ da de a mine ko a o serɛ naŋ da be a o zie ka o meŋ di."
GEN.1.8,4573,God named the dome Sky. There was evening and there was morning: the second day.,"Naaŋmen da pore la a begraa yuori ka Saluoni. Lɛ la ka zie da maa, a nyaa baguo saŋ, a bebie ayi soba."
GEN.8.20,4573,"Noah built an altar to the LORD. He took some of the clean large animals and some of the clean birds, and placed entirely burned offerings on the altar.","A Nowa da maale la bagmaalkuuri ko a DAANA, a da de a donveɛle parɛɛ parɛɛ zaa ane bon-ɛgre zaa maale ne maalkondi bagre ko a DAANA."
GEN.2.8,4573,The LORD God planted a garden in Eden in the east and put there the human he had formed.,A DAANA Naaŋmen da eŋ la gaadin a Edin sapare seŋ; a da e ka a nensaala O naŋ da iri kpeɛrɛ a be.
GEN.5.8,4573,"In all, Seth lived years, and he died.","A Sɛf yuomo zaa o naŋ da nyɛ a teŋɛzu da waa la yuomo kɔɔraawae ne pie ane ayi, kyɛ da kpi."
GEN.6.8,4573,"But as for Noah, the LORD approved of him.",Kyɛ a Nowa eŋ da nyɛ la maaloo a DAANA zie.
GEN.7.9,4573,"two of each, male and female, went into the ark with Noah, just as God commanded Noah.","ayi ayi, bondaa ane bompɔge, da kpɛ la a gbori poɔ ne a Nowa a seŋ lɛ Naaŋmen naŋ da yeli ko a Nowa."
GEN.4.7,4573,"If you do the right thing, wont you be accepted? But if you dont do the right thing, sin will be waiting at the door ready to strike! It will entice you, but you must rule over it.","Ka fõõ e velaa, ba koŋ sage de fo yɛlɛ be? Kyɛ ka fõõ ba e velaa, yelbieri kyɛllɛ fo la a dendɔre noɔre; a boɔrɔ ka o nyɔge fo kyɛ a ferɛɛ la ka fo eŋ faŋ a toɔ̃ o.”."
GEN.3.7,4573,Then they both saw clearly and knew that they were naked. So they sewed fig leaves together and made garments for themselves.,Lɛ la ka a ba bayi zaa nimie da yuori ka ba pãã da baŋ ka ba taa la eŋkpoŋkpolo. Ba da de la kaŋkaŋ-vaare sɛ mare taa a page ne ba pare.
GEN.1.9,4573,"God said, Let the waters under the sky come together into one place so that the dry land can appear. And thats what happened.","Naaŋmen da la yelee la, “Vɛŋ ka a koɔ̃ naŋ be a saluoni puliŋ tage lantaa ziyeni kyɛ vɛŋ ka a teŋkuoŋaa yi sãã.” Ka a da e a lɛ."
GEN.8.21,4573,"The LORD smelled the pleasing scent, and the LORD thought to himself, I will not curse the fertile land anymore because of human beings since the ideas of the human mind are evil from their youth. I will never again destroy every living thing as I have done.","A DAANA naŋ da wa woŋ a nyuu naŋ nyuuro velaa lɛ, O da yeli la O poɔŋ, “N daŋ koŋ la kaa-eŋ a teŋɛ nensaalba zuiŋ, bonso, a yi a nensaala pɔloŋ saŋ zaa la ka o poɔ kpɛ faa; kyɛ bee ka N daŋ la sãã a bonvoba zaa aŋa lɛ N naŋ da e."
GEN.2.9,4573,"In the fertile land, the LORD God grew every beautiful tree with edible fruit, and also he grew the tree of life in the middle of the garden and the tree of the knowledge of good and evil.",A DAANA Naaŋmen da eɛɛ la ka teboorɔ zaa naŋ sãã velaa kyɛ soma ne diibu buli a gaadin poɔ. O da eɛɛ la ka nyɔvore teɛ meŋ be a gaadin sogɔŋ ane yelvelaa ane yelfaa bammo teɛ.
GEN.5.9,4573,"When Enosh was years old, he became the father of Kenan.","A Ɛnɔs naŋ da wa nyɛ yuomo lezaanaare ne pie, o da dɔge la Kenan."
GEN.6.9,4573,"These are Noahs descendants. In his generation, Noah was a moral and exemplary man; he walked with God.","A Nowa boorɔ la bama. A Nowa da waa la nemmeŋɛ, a ba taa saanaa zaa a o bebie zaa poɔ. O da laŋ kyɛŋ ne la Naaŋmen."
GEN.4.8,4573,"Cain said to his brother Abel, Lets go out to the field. When they were in the field, Cain attacked his brother Abel and killed him.","A Keein da yeli ko la a o yɔɔ Abɛl, “E ka te yi kpɛ moɔ.” Ba naŋ da wa be a moɔ poɔ la ka Keein da nyɔge a o yɔɔ Abɛl ko."
GEN.3.8,4573,"During that days cool evening breeze, they heard the sound of the LORD God walking in the garden; and the man and his wife hid themselves from the LORD God in the middle of the gardens trees.",Kyɛ ba pãã da woŋ la a DAANA Naaŋmen naŋ wa kyɛnɛ a gaadin poɔ dɔɔne a zimaane sasemaaroŋ saŋ. A dɔɔ ane a o pɔge da sɔgle la bamenne a gaadin teere poɔ a na yi a DAANA Naaŋmen niŋesogɔ.
GEN.7.10,4573,"After seven days, the floodwaters arrived on the earth.","A bebie ayopoĩ puoriŋ, a kɔmpiiri da wa la a teŋɛzu."
GEN.1.10,4573,"God named the dry land Earth, and he named the gathered waters Seas. God saw how good it was.",Naaŋmen da pore la a teŋkuoŋaa yuori ka Teŋɛ kyɛ pore a koɔ̃ naŋ lantaa ka Mama. Naaŋmen da nyɛɛ la ka a soma.
GEN.8.22,4573,"As long as the earth exists, seedtime and harvest, cold and hot, summer and autumn, day and night will not cease.","A bebie na zaa a teŋɛ naŋ na kyɛnɛ bebe, boroo ane kyeɛbo saŋ, ɔɔre ane toloŋ saŋ, sẽɛ ane uoni saŋ, ŋmenaa ane tensogɔ, daŋ koŋ tɔge zaa.”."
GEN.5.10,4573,"After Kenans birth, Enosh lived years; and he had other sons and daughters.","A Kenan dɔgebo puoriŋ, a Ɛnɔs da la nyɛ la yuomo kɔɔraanii ne pie ane anuu. O da la dɔge la bidɔbɔ ane pɔgeyaare."
GEN.2.10,4573,"A river flows from Eden to water the garden, and from there it divides into four headwaters.",Baa kaŋ da zoro yire la a Edin gaadin poɔ ka a koɔ̃ maŋ buri a gaadin. A baa da taa la gbɛɛ anaare.
GEN.6.10,4573,"Noah had three sons: Shem, Ham, and Japheth.","A Nowa da taa la bidɔbɔ bata: Sɛmm, Ham ane Gyafɛt."
GEN.4.9,4573,"The LORD said to Cain, Where is your brother Abel? Cain said, I dont know. Am I my brothers guardian.","Lɛ la ka a DAANA da soore a Keein, “A fo yɔɔ Abɛl bɛ?” Ka a Keein yelsɔge, “N ba baŋ; maa la a n yɔɔ guuro be?”."
GEN.3.9,4573,"The LORD God called to the man and said to him, Where are you.","Kyɛ a DAANA Naaŋmen da boɔle la a dɔɔ a soore, “Yeŋ ka fo be?”."
GEN.7.11,4573,"In the six hundredth year of Noahs life, in the second month, on the seventeenth day—on that day all the springs of the deep sea erupted, and the windows in the skies opened.","A Nowa naŋ da wa nyɛ yuomo kɔɔraayoɔbo saŋ, a kyuuri ayi poɔ, a kyuu beri pie ne ayopoĩ daare, a teŋɛ bulnimie zaa da puri la koɔ̃ yire a teŋɛ pareŋ, ka a saluoni koɔ̃ tu yiibu ziiri yuori."
GEN.1.11,4573,"God said, Let the earth grow plant life: plants yielding seeds and fruit trees bearing fruit with seeds inside it, each according to its kind throughout the earth. And thats what happened.","Lɛ la ka Naaŋmen da la yeli, “Vɛŋ ka a teŋɛ buli boma: boma naŋ eŋnɛ bie ane teboorɔ zaa naŋ wɔnɔ wɔmɔ a eŋnɛ bie be a teŋɛzu.” Ka a da e a lɛ."
GEN.5.11,4573,"In all, Enosh lived years, and he died.",A Ɛnɔs yuomo zaa o naŋ da nyɛ a teŋɛzu da waa la yuomo kɔɔraawae ane anuu; kyɛ da kpi.
GEN.2.11,4573,"The name of the first river is the Pishon. It flows around the entire land of Havilah, where there is gold.","A bagbɛre dɛndɛŋ soba yuori da la Pesɔn; ona la da zoro gɔllɔ a Havila teŋɛ zaa, a be salema naŋ be."
GEN.6.11,4573,"In Gods sight, the earth had become corrupt and was filled with violence.","A andonɛɛ da kpɛ la faa a Naaŋmen niŋesogɔ, ka a teŋɛzu paale ne kpaŋkpaŋkpeɛ̃-yɛlɛ."
GEN.4.10,4573,"The LORD said, What did you do? The voice of your brothers blood is crying to me from the ground.","Ka a DAANA soore o, “Boŋ la ka fo e? Kyɛlle woŋ; a fo yɔɔ zẽẽ kono yire la a teŋɛ waana tara ma!."
GEN.3.10,4573,"The man replied, I heard your sound in the garden; I was afraid because I was naked, and I hid myself.","Ka o yelsɔge, “N woŋ la fo dɔɔne a gaadin poɔ ka dabeɛ̃ da kpɛ ma, bonso, N taa la eŋkpoŋkpoli; lɛnso ka N sɔgle.”."
GEN.7.12,4573,It rained on the earth forty days and forty nights.,"A saa da mi la a teŋɛzu beri lezaayi, ŋmenaa ane tensogɔ."
GEN.5.12,4573,"When Kenan was years old, he became the father of Mahalalel.","A Kenan naŋ da wa nyɛ yuomo lezaata ane pie, o da dɔge la Mahalalɛl."
GEN.1.12,4573,"The earth produced plant life: plants yielding seeds, each according to its kind, and trees bearing fruit with seeds inside it, each according to its kind. God saw how good it was.",A teŋɛ da buli la boma: a bomboorɔ zaa naŋ eŋnɛ bie ane teboorɔ zaa naŋ wɔnɔ wɔmɔ ka bie be a wɔmɔ poɔ. Naaŋmen da nyɛɛ la ka a soma.
GEN.6.12,4573,"God saw that the earth was corrupt, because all creatures behaved corruptly on the earth.","Naaŋmen da nyɛ la a teŋɛzu ka o sãã, bonso, a nensaalba zaa eroŋ da kpɛ la faa."
GEN.2.12,4573,"That lands gold is pure, and the land also has sweet-smelling resins and gemstones.",A salema naŋ be a teŋɛ na poɔ da veɛlɛ la; turaali mine ba naŋ boɔlɔ bidelium ane kusi-yuori kaŋ ba naŋ boɔlɔ ɔnes meŋ be la a be.
GEN.4.11,4573,You are now cursed from the ground that opened its mouth to take your brothers blood from your hand.,"Pampana, ba kaa-eŋ la a teŋɛ fo zuiŋ. A teŋɛ yuo la o noɔre ka o de a fo yɔɔ zẽẽ naŋ kyiri yi fo nuuriŋ."
GEN.7.13,4573,"That same day Noah, with his sons Shem, Ham, and Japheth, Noahs wife, and his sons three wives, went into the ark.","A bebiri na ne o zu daare, Nowa ne o bidɔbɔ Sɛmm, Ham ane Gyafɛt ane a Nowa pɔge ane a bidɔbɔ pɔgeba bata da kpɛ la a gbori poɔ."
GEN.5.13,4573,"After the birth of Mahalalel, Kenan lived years; and he had other sons and daughters.","A Mahalalɛl dɔgebo puoriŋ, a Kenan da la nyɛ la yuomo kɔɔraanii ane lezaayi. O da la dɔge la bidɔbɔ ane pɔgeyaare."
GEN.1.13,4573,There was evening and there was morning: the third day.,"Zie da maaɛ la, a nyaa baguo saŋ, a bebie ata soba."
GEN.3.11,4573,"He said, Who told you that you were naked? Did you eat from the tree, which I commanded you not to eat.","Ka Naaŋmen da soore o, “Aŋ la yeli ka fo taa la eŋkpoŋkpoli? Fo di la a teɛ na wɔne N naŋ yeli ka fo tɔɔ wa dire be?”."
